CASENUM,VEH_NO,PER_NO,REGION,STRATUM,PJ,PSU,PSUSTRAT,NMIMPAIR,WEIGHT
201599514564,0,1,4,3,7,79,10,0,11.093989
201599514566,0,1,4,4,7,79,10,0,221.87978
201599514570,0,1,4,3,7,79,10,0,11.093989
201599514588,0,1,4,3,7,79,10,0,11.093989
201599514606,0,1,4,3,7,79,10,98,11.093989
201599514615,0,1,4,3,7,79,10,98,11.093989
201599514778,0,1,4,3,7,79,10,0,11.093989
201599514843,0,1,4,3,7,79,10,0,11.093989
201599514889,0,1,4,3,1,79,10,0,11.093989
201599514892,0,1,4,3,1,79,10,4,11.093989
201599514892,0,2,4,3,1,79,10,0,11.093989
201599514897,0,1,4,3,1,79,10,98,11.093989
201599514957,0,1,4,3,7,79,10,0,11.093989
201599514993,0,1,4,3,7,79,10,99,11.093989
201599515038,0,1,4,3,7,79,10,0,11.093989
201599515091,0,1,4,3,7,79,10,0,11.093989
201599515096,0,1,4,3,7,79,10,0,11.093989
201599515126,0,1,4,3,7,79,10,98,11.093989
201599515207,0,1,4,3,7,79,10,0,11.093989
201599515212,0,1,4,3,7,79,10,98,11.093989
201599515249,0,1,4,3,1,79,10,0,11.093989
201599515251,0,1,4,3,1,79,10,98,11.093989
201599515269,0,1,4,3,7,79,10,0,11.093989
201599515287,0,1,4,3,7,79,10,0,11.093989
201599515331,0,1,4,3,7,79,10,0,11.093989
201599515343,0,1,4,4,7,79,10,0,221.87978
201599515350,0,1,4,6,7,79,10,0,99.845901
201599515358,0,1,4,3,7,79,10,0,11.093989
201599515376,0,1,4,3,7,79,10,0,11.093989
201599515460,0,1,4,3,7,79,10,0,11.093989
201599515469,0,1,4,3,7,79,10,98,11.093989
201599515499,0,1,4,3,7,79,10,0,11.093989
201599515499,0,2,4,3,7,79,10,0,11.093989
201599515508,0,1,4,3,7,79,10,0,11.093989
201599515520,0,1,4,3,7,79,10,0,11.093989
201599515532,0,1,4,4,7,79,10,0,221.87978
201599515565,0,1,4,3,7,79,10,0,11.093989
201599515617,0,1,4,3,7,79,10,99,11.093989
201599515631,0,1,4,3,7,79,10,98,11.093989
201599515642,0,1,4,4,7,79,10,0,221.87978
201599515655,0,1,4,3,7,79,10,0,11.093989
201599515739,0,1,4,3,7,79,10,0,11.093989
201599515765,0,1,4,3,1,79,10,0,11.093989
201599515794,0,1,4,3,7,79,10,0,11.093989
201599515799,0,1,4,3,7,79,10,99,11.093989
201599515878,0,1,4,3,1,79,10,0,11.093989
201599515918,0,1,4,3,1,79,10,0,11.093989
201599515947,0,1,4,3,1,79,10,1,11.093989
201599516013,0,1,4,3,7,79,10,0,11.093989
201599516016,0,1,4,3,7,79,10,0,11.093989
201599516116,0,1,4,3,7,79,10,0,11.093989
201599516117,0,1,4,3,7,79,10,0,11.093989
201599516124,0,1,4,3,7,79,10,0,11.093989
201599516140,0,1,4,3,7,79,10,0,11.093989
201599516145,0,1,4,3,7,79,10,0,11.093989
201599516160,0,1,4,3,7,79,10,99,11.093989
201599516209,0,1,4,3,7,79,10,0,11.093989
201599516300,0,1,4,3,7,79,10,0,11.093989
201599516305,0,1,4,3,7,79,10,0,11.093989
201599516318,0,1,4,3,7,79,10,0,11.093989
201599516326,0,1,4,3,7,79,10,0,11.093989
201599516331,0,1,4,4,7,79,10,0,221.87978
201599516381,0,1,4,3,7,79,10,0,11.093989
201599516384,0,1,4,3,7,79,10,0,11.093989
201599516432,0,1,4,3,7,79,10,0,11.093989
201599516433,0,1,4,3,7,79,10,0,11.093989
201599516453,0,1,4,3,7,79,10,0,11.093989
201599516453,0,2,4,3,7,79,10,0,11.093989
201599516454,0,1,4,3,7,79,10,0,11.093989
201599516514,0,1,4,3,7,79,10,0,11.093989
201599516525,0,1,4,3,7,79,10,0,11.093989
201599516583,0,1,4,3,7,79,10,0,11.093989
201599516588,0,1,4,3,7,79,10,0,11.093989
201599516633,0,1,4,3,7,79,10,0,11.093989
201599516637,0,1,4,3,7,79,10,0,11.093989
201599516640,0,1,4,3,7,79,10,0,11.093989
201599516671,0,1,4,4,7,79,10,0,221.87978
201599516689,0,1,4,3,7,79,10,0,11.093989
201599516718,0,1,4,3,7,79,10,0,11.093989
201599516749,0,1,4,3,7,79,10,9,11.093989
201599516753,0,1,4,3,7,79,10,0,11.093989
201599516759,0,1,4,6,7,79,10,0,99.845901
201599516768,0,1,4,3,7,79,10,0,11.093989
201599516775,0,1,4,4,7,79,10,0,221.87978
201599516862,0,1,4,3,7,79,10,0,11.093989
201599516862,0,2,4,3,7,79,10,0,11.093989
201599516907,0,1,4,3,1,79,10,0,11.093989
201599516991,0,1,4,3,1,79,10,0,11.093989
201599517028,0,1,4,3,1,79,10,0,11.093989
201599517028,0,2,4,3,1,79,10,0,11.093989
201599517032,0,1,4,3,1,79,10,0,11.093989
201599517070,0,1,4,3,1,79,10,0,11.093989
201599517078,0,1,4,3,7,79,10,0,11.093989
201599517113,0,1,4,3,7,79,10,0,11.093989
201599517121,0,1,4,3,7,79,10,0,11.093989
201599517132,0,1,4,3,7,79,10,0,11.093989
201599517152,0,1,4,3,7,79,10,0,11.093989
201599517160,0,1,4,3,7,79,10,0,11.093989
201599517213,0,1,4,3,7,79,10,0,11.093989
201599517232,0,1,4,3,7,79,10,0,11.093989
201599517233,0,1,4,3,7,79,10,0,11.093989
201599517325,0,1,4,3,1,79,10,0,11.093989
201599517357,0,1,4,3,1,79,10,0,11.093989
201599517394,0,1,4,3,7,79,10,0,11.093989
201599517599,0,1,4,3,7,79,10,0,11.093989
201599517603,0,1,4,3,7,79,10,0,11.093989
201599517633,0,1,4,3,7,79,10,9,11.093989
201599517634,0,1,4,3,7,79,10,0,11.093989
201599517653,0,1,4,3,7,79,10,0,11.093989
201599517653,0,2,4,3,7,79,10,0,11.093989
201599517847,0,1,4,3,1,79,10,0,11.093989
201599517855,0,1,4,3,7,79,10,0,11.093989
201599517906,0,1,4,3,7,79,10,0,11.093989
201599517940,0,1,4,3,1,79,10,0,11.093989
201599517956,0,1,4,3,1,79,10,0,11.093989
201599517973,0,1,4,3,1,79,10,0,11.093989
201599517982,0,1,4,3,1,79,10,0,11.093989
201599518026,0,1,4,3,1,79,10,0,11.093989
201599518083,0,1,4,3,1,79,10,0,11.093989
201599518096,0,1,4,3,1,79,10,0,11.093989
201599518126,0,1,4,3,7,79,10,0,11.093989
201599518126,0,2,4,3,7,79,10,0,11.093989
201599518127,0,1,4,3,7,79,10,0,11.093989
201599518176,0,1,4,3,7,79,10,0,11.093989
201599518179,0,1,4,3,7,79,10,0,11.093989
201599518187,0,1,4,3,7,79,10,0,11.093989
201599518192,0,1,4,4,7,79,10,98,221.87978
201599518202,0,1,4,3,7,79,10,99,11.093989
